id,intent,text
1474,Training/User Error,Grantee stating that they need privileges for H8F
1475,Training/User Error,Grantee asking for assistance getting access to C8E application that Kate Hemker has started
1476,Training/User Error,"From: Davis, Betty (HRSA) <BDavis@hrsa.gov>
Sent: Wednesday, June 16, 2021 1:34 PM
To: HRSA EHB Tier2 Support <HRSAEHBTier2Support@hrsa.gov>
Subject: FW: Submission: H8F Award Submission with Tracking Number: 00289388
 
Hello, I?m requesting support for an issue that is interfering with a submission.  Below is a screenshot.  It shows my (PO) comments submitted to the next reviewer, the PQC.  I?ve tried resubmitting a few times, however my comments are cutoff.  I?m not sure why this is occuring.  I have not experienced this issue with other submissions.

 

Please let me know if this can be resolved.

 

Thanks,

 

Betty

 

Betty Davis, MHA

Project Officer

Bureau of Primary Health Care

Health Resources and Services Administration

Boston, MA

Email: bdavis@hrsa.gov

 

From: Pace, Tracy (HRSA) <TPace@hrsa.gov>
Sent: Wednesday, June 16, 2021 12:53 PM
To: Davis, Betty (HRSA) <BDavis@hrsa.gov>
Subject: RE: Submission: H8F Award Submission with Tracking Number: 00289388 has been sent back to you by Tracy Pace(PQC).

 

Good afternoon Betty.

 

Please reference the screenshot below. As you can see, the comment has not been corrected and the task is still in my queue. How would you like for me to proceed with this?

 



 

From: Davis, Betty (HRSA) <BDavis@hrsa.gov>
Sent: Tuesday, June 15, 2021 8:50 AM
To: Pace, Tracy (HRSA) <TPace@hrsa.gov>
Subject: RE: Submission: H8F Award Submission with Tracking Number: 00289388 has been sent back to you by Tracy Pace(PQC).

 

Tracy, there was an EHB outage yesterday.  The issue may have caused the problem with this submission last week.  Now that it?s fixed, I?ll try submitting it again.  If the issue is still occurring, let me know.  Please hold it in your queue so that the helpline can review the version you have.

 

Thanks,

 

Betty

 

Betty Davis, MHA

Project Officer

Bureau of Primary Health Care

Health Resources and Services Administration

Boston, MA

Email: bdavis@hrsa.gov

 

From: Pace, Tracy (HRSA) <TPace@hrsa.gov>
Sent: Thursday, June 10, 2021 2:43 PM
To: Davis, Betty (HRSA) <BDavis@hrsa.gov>
Subject: Submission: H8F Award Submission with Tracking Number: 00289388 has been sent back to you by Tracy Pace(PQC).

 

Following Submission has been sent back to you by Tracy Pace(PQC):
Submission Name : H8F Award Submission
Submission Tracking Number: 00289388
Grant Number: H8FCS41454

Following Comments were added by the HRSA Reviewer for your information:
This is being returned to the PO so that she can revise her PO comment so that it aligns with the format indicated by the PQC in previously provided TA.

This Submission can be accessed in the EHBs clicking the the following link:
https://grants.hrsa.gov/2010/Web2Internal/Interface/PostAward/PostAwardGateway.aspx

This Submission will also be available in the Pending Tasks List."
1477,Training/User Error,"Applicant does not see any of the forms in the C8E application that were shown in the trainings or in the NOFO. 
Looking for Proposal Cover Page and Project page and Project Cover Page"
1478,Training/User Error,Applicant asking assistance create C8E Application
1479,Training/User Error,Awardee was told their H8F Award Submission was change requested back to them but dont see it. And PO doesnt see it.
1480,Training/User Error,Applicant gets error when try to start C8E application. Gets error you can only have 1 application
1481,Training/User Error,Applicant asking how to get access to C8E application that Debra Sorkin has started
1482,Training/User Error,"PD received email to approve H8F grant access request for John Smith but when clicks on link, it says she is not registered."
1483,Training/User Error,"PD gets error when tries to start C8E Application: can only have one application

Also asked how to update email address in EHB"
1484,Training/User Error,"applicant gets error in program specific information  >consolidated budget
applicant wants to use some of the total budget in Budget Period 1 and then some in Budget Period 2, but they get error that Budget Period 1 has to equal total budget

Phone: 928-777-7539"
1485,Training/User Error,"PO asking if a grantee has a Scope verification expiring in 120 days, can they request extension past the 120 days.
Should they request extension after the 120 day expiration date?"
1486,Training/User Error,"We have been unable to locate the email instructions for the ARP-Capital application that were sent on 5/4 to all Authorizing Officials, Business Officials and Project Directors. Can this email be re-sent? Thanks."
1487,Training/User Error,User was trying to create EHB account but is stuck on Register to Organization page. It is asking for registration ID and he doesnt have one
1488,Training/User Error,Applicant asking how to start C8E Application. Didnt receive email. Asked if the email can be resent to the recipients.
1489,Training/User Error,Applicant is trying to submit C8E application but now EHB page is asking for 3 fields of validation including grants.gov tracking #
1490,Training/User Error,Applicant asking how to get access to C8E Application that someone has already started. She thought she had access already to the application
1491,Training/User Error,"Applicant noticed that the Project Narrative and Proposal Cover Page are the same and asking should they upload the same file twice. 
Also noticed the Budget Narrative and Attachment 1 are the same and asking what to do.
And then noticed when they upload the EID Checklist, others cannot view it. So asked if they can add it to Attachments 6-11"
1492,Training/User Error,Applicant clicked submit for application but sees it still in their Tasks
1493,Training/User Error,Grantee got locked out her EHB and requested us to unlock her account
1494,Training/User Error,"Applicant asked for confirmation that she can pick multiple sites from scope for the Equipment-Only project. 
Asked if she can add a new site for Equipment-Only Project. 
And asked about selecting same site for Equipment-Only Project and A/R project."
1495,Training/User Error,"There was an unexpected error while processing your request. Please try again by refreshing the page or if the problem persists, please contact Call Center.

Reference Id: 76d951d1-7fa9-41f9-bc25-e622c6f5393a

I hope I got  the American Rescue Plan Capital grant number correct, I am afraid to use the ""back"" button here..."
1496,Training/User Error,"When applicant tries to start the C8E application, he gets error cant do more than 1 application"
1497,Training/User Error,Awardee is doing CIS to add site with updated address but gets error medicare billing number is already in use
1498,Training/User Error,How can I change the project name for HRSA ARP Capitol Grant Application?
1499,Training/User Error,Applicant asking how to complete Budget Period 1-5 in C8E application
1500,Training/User Error,How to complete Budget Period 1-5 in ARP Capital C8E application
1501,Training/User Error,"7878623000 ext 2203
Boss submitted ARP Capital application but it says its incomplete"
1502,Training/User Error,Grantee is locked out of her EHB and asked it to be unlocked
1503,Training/User Error,We cannot choose the same 5B site twice despite having two different project types. How do  we choose the same site for the two project types?
1504,Training/User Error,Applicant submitted application but now doesn't see it in Completed Tasks
1505,Training/User Error,C8E applicant asking assistance with Budget Period
1506,Training/User Error,I need assistance on changing the Project Type on my ARP grant.  Can you call me asap.  Thank you
1507,Training/User Error,Applicant submitted C8E application yesterday but it still shows as pending and they didnt receive a confirmation email that it was submitted
1508,Training/User Error,"Working on Application 190778 in project 190778-4.  This number $39,130,086,390.00 was incorrectly entered into the cell 17 amount of grant funding requested.  Now I cannot correct the amount I get an error screen that I can either go back to the screen I was working on which is not the 424 or I go back to the task list on the home page.  If you can just remove that crazy number I can get back in and finish this application that is due today.  

This will stop me from submitting.  I have about 2 more hours of work on this application and I can submit by noon.  

Please let me know if you can fix this.

Thank you"
1509,Training/User Error,Applicant does not see C8E application in their EHB but another person from their organization does see it.
1510,Training/User Error,PO's grantee Edward M Kennedy says they did not receive C8E email
1511,Training/User Error,"Applicant needs to change his organization role to AO so that his name will show as AO in C8E application's SF-424 Part 2.
Currently there are no names that can be selected in application and need it to complete section and be able to submit"
1512,Training/User Error,Grace asking assistance with BHW
1513,Training/User Error,"Grantee cant open the SF424A-V1.0 template in H8F award Submission. It says need Adobe Reader 8 or higher even though he is already using adobe reader 10
HCPS gets same issue"
1514,Training/User Error,Applicant asking how to complete budget periods 1-5 in C8E application
1515,Training/User Error,C8E consolidated budget is more than federal request in summary A in SF-424
1516,Training/User Error,C8E Applicant's Consolidated Budget is still showing incorrect data for Architectural and engineering fees  and cant find where the data is pulling
1517,Training/User Error,Applicant doesnt see manage peer access option when goes to Tasks > Applications
1518,Training/User Error,C8E applicant gets error: site is already added to a project. wants to add site to 3 projects: equipment-only and two A/R projects
1519,Training/User Error,Caller was trying to login as CEO/AO L.M. Mike Caudill  lmcaudill@mtncomp.org to submit the C8E Application to HRSA but says someone is in their account. Asked HCPS to terminate session
1520,Training/User Error,Cynthia Melvin and marvel turner called stating they submitted the C8E application but it says incomplete
1521,Training/User Error,"Applicant asking if Add project/performance site means that the system will try to add site to Form 5B even if the site is already on their Form 5B.
Says required to add one primary site"
1522,Training/User Error,Grantee requested HCPS terminate session so that they can get back into EHB
1523,Training/User Error,How to change Project Title in C8E Application
1524,Training/User Error,"Username: abhall@hcnetwork.org (caller)  	jdradziewicz@chisouthfl.org (CFO/AO)
Contact information: (305) 252-4853
Tracking number: 194873
Grant number: H80CS00821
Duns number:
Organization name: Community Health South Florida, Inc.
Date of incident: 6/24
Detailed description: the grantee is submitting their Capital Improvement Grant and they submitted it to the AO and however the AO Jeremy is not able to submit after reviewing the application system informs him that he does not have privileges
Replicate: i accessed the users account via production, and checked privileges and walked user through checking application privileges CFO and CEO are only individuals with submit to HRSA privileges contacted CSC as they assist with the supplemental grant application and spoke with Tiphani and she assisted and Jeremy should be able to submit the application but is not able to (See second email of provided screenshots) 
Users impact: Critical due tonight"
1525,Training/User Error,applicant tried to submit C8E application to HRSA but it says submitted to AO
1526,Training/User Error,C8E application is giving error that they cant add site to more than one project
1527,Training/User Error,Applicant asking HCPS to terminate their EHB session
1528,Training/User Error,"CHCA is working on our Rescue Plan U5F workplan, budget justification and 424.  I have downloaded the grant into my portfolio.  When I select ""start/or edit"" the only option for uploading documents is one place.  It indicated ""upload file""  My question is are we to upload the 1.) Work Plan; 2.) Budget Narrative; and 3.) 424 form....all in that one location as PDFs? We wanted to make sure that their was not another place we were to enter the budget information such as a on-line 424 form.  Thank you."
1529,Training/User Error,Applicant wasn't able to submit application yesterday 6/24 which was the deadline but see that today EHB says the deadline is 7/2 and they are still able to Edit the application.
1530,Training/User Error,"grantee gets error: patient target with PO
PO says its not with her"
1531,Training/User Error,I accidentally submitted my U3F supplemental application before I had attached all of the documents.  Can this be returned to me?
1532,Training/User Error,Non-BPHC grantee is trying to create EHB account and register to organization. And asked who it says the PD and AO are.
1533,Training/User Error,Grantee should have a CARES progress report available in EHB in July but she does not even see the CARES grant anymore in her grant portfolio even though their prior approval for extension without funds was approved by GMS.
1534,Training/User Error,trying to create EHB account but says username already in use
1535,Training/User Error,Grantee submitted their PCHP RFI today but are requesting it to be sent back to them to make changes.
1536,Training/User Error,"I am trying to open my grant folder for the grant H8DCS36051.  However, it does not appear in my grant portfolio.  I had already registered on this grant as the PD and now am not sure why the grant is not in my portfolio.

I hope you are able to help me so that I can see the grant in the future.

Thank you.

Chris"
1537,Training/User Error,Grantee needs to attach additional document to submitted prior approval but doesn't see it anymore in EHB
1538,Training/User Error,Applicant asking how to submit C8E application to HRSA because received call from Cecil that their application was only submitted to AO
1539,Training/User Error,Applicant submitted their C8E application and asking how to delete their other open C8E application that they do not want
1540,Training/User Error,Applicant was notified that their C8E application was only submitted to AO.
1541,Training/User Error,Applicant asking for confirmation that their C8E application 195363 was submitted to HRSA
1542,Training/User Error,cant edit contact information in ECT Quarterly Progress Report ECT-Q2-21
1543,Training/User Error,Awardee asking where to find what she submitted inside the H8F Award Submission
1544,Training/User Error,cant find how to request extension for 3 tasks in Inactive grant
1545,Training/User Error,Applicant received email stating their ARP-Capital application either has not concluded or has only submitted to your Authorizing Official. And asking for assistance
1546,Training/User Error,We did not receive the Activities Form template for the PCHP additional supplemental funding available under HRSA-20-091.  Could that be resent to tbetts@obfh.org and bburns@hcnetwork.org?
1547,Training/User Error,Can you provide the PCHP Activities Checklist template? It was not attached to the PCHP task
1548,Training/User Error,how to do prior approval to change PD
1549,Training/User Error,"When we submitted this grant application we neglected to keep a copy of the attachments.  There were, I think, 2 attachments.  We do have the budget (if that was an attachment) but there was also a checklist of items we were responding to under this grant which is the American Rescue Plan FQHC grant.  For the same reason we don't have the attachments I also don't have a tracking number.

I did get the application under ""Submissions"" but it does not include the attachments.

If there is EITHER a way to locate a tracking number, or if you can help me directly locate the application that is what  I need.  Unfortunately all the previous COVID-19 emergency grant funding included the application with the first quarter report under ""resources"" but this one does not."
1550,Training/User Error,awardee thinks the FFR 10b prefilled amount is incorrect.
1551,Training/User Error,Caller's EHB account is disabled. Requested HCPS to enable EHB account
1552,Training/User Error,"Hello EHB Customer Support, 

I would like to review our contract documents for five contracts that are due for reporting.  Is there a location in EHB where I can access what was submitted for each grant contract?  Contract numbers include: H8DCS35651, H8ECS38310, H8FCS40671, H80CS00787, C12CS32664."
1553,Training/User Error,"Hello, 

I am trying to submit a change in scope for the LAL program. NECC holds both H80 and LAL designation. When i open the change in scope under the LAL tab, it populates under the H80 grant. I have submitted one change in scope as an error due to this issue. The CIS tracking number is CIS-0012339. 

I have left a few messages on the BPHC line but have not received a call back. How could we get this resolved?"
1554,Training/User Error,Applicant asking for the status of their SBSS application for HRSA-21-093 (H2E)
1555,Training/User Error,"The project officer asked me to contact the HelpDesk regarding progress report H8CCS35283COVID-Q2-21.  We previously submitted four quarterly reports, the fourth after the end of the project period.  We did not request an extension.  The PO nor we understand why a report is due. Neither the PO or us see the grant in our portfolio, but I do see and have access to the report due.  You can reach me via e-mail or at 346-426-0701."
1556,Training/User Error,Applicant asking how to validate SAC application
1557,Training/User Error,"Awardee doesn't see submit button for H8F Award Submission that was due 6/30.
And asked how to also request extension for NHCI-HC task that was sent back to them."
1558,Training/User Error,Grantee added the budget form to H8F Award Submission but doesn't see button to Submit to PD. PD says she doesn't have Submit button either. She is aware that she doesn't have privileges to Submit to HRSA.
1559,Training/User Error,Sign up for news letter hrsa bulletin
1560,Training/User Error,Grantee needs to submit correction for application but task past due. Grantee has submitted an extension request.
1561,Training/User Error,grantee asking how to change grant PD on 2 inactive grants (H8C) and (H8D) because she does not have access to them and needs to do progress report.
1562,Training/User Error,"Hello, 

I have been calling and BPHC hotline for about two weeks with no reply and this will be my second submission through the BPHC portal. My previous ticket # is 01181560. NECC is both an H80 and a LAL. I am trying to submit a Change in Scope on the LAL side but it keeps populating on the H80 side. This has to do with changes from an OSV that need to be addressed and i am trying to submit in a timely fashion. 

Can someone please return my email?"
1563,Training/User Error,"Designee has tried 3 times to create CIS for LAL but every time, it created a CIS for their H80 instead. Asking how to create CIS for LAL"
1564,Training/User Error,"User calling stating they are getting a error that the HRSA COVID-19 Response period is closed. Needs assistance with submitting the survey
phone- 5623345417
org- family healthcare center greater LA
email- cflores@fhccgla.org"
1565,Training/User Error,"________________________________
From: Susan Plumley <SusanP@bluestonewv.org>
Sent: Monday, July 12, 2021 1:09:32 PM (UTC-05:00) Eastern Time (US & Canada)
To: HRSA BPHC Answers <BPHCanswers@hrsa.gov>
Subject: Survey for week of July 5th

Hello Bluestone Health Association Inc. didn?t receive the survey for last week could you please resend that to me Susanp@bluestonewv.org<mailto:Susanp@bluestonewv.org> its usually sent to Linda@bluestonewv.org<mailto:Linda@bluestonewv.org>

Thank you so much

Susan

Susan E Plumley, RN
QI/QA- Risk Manager
Bluestone Health Association , Inc.
P 681-282-5627 or 304-431-5499 EXT 1117
[Related image]"
1566,Training/User Error,"________________________________
From: David Brazil <dbrazil@cowleyhealthcenter.org>
Sent: Monday, July 12, 2021 3:46:42 PM (UTC-05:00) Eastern Time (US & Canada)
To: HRSA BPHC Answers <BPHCanswers@hrsa.gov>
Subject: Health Center COVID-19 (Coronavirus) Tracking Survey

I did not receive a survey link on July 9th for last week. Please resend. Thanks.

David Brazil
Chief Executive Officer
Community Health Center in Cowley County
221 W. 8th
Winfield, KS  67156
Direct: (620) 705-5701
Office: (620) 221-3350
www.cowleyhealthcenter.org<http://www.cowleyhealthcenter.org/>

[cid:image001.png@01D7772C.B9CA7AC0]

From: noreply@salesforce.com <noreply@salesforce.com> On Behalf Of BPHC Answers
Sent: Friday, July 2, 2021 2:31 PM
To: David Brazil <dbrazil@cowleyhealthcenter.org>
Subject: ACTION REQUIRED BY 11:59 p.m. Local Time Tuesday July 6th: Health Center COVID-19 (Coronavirus) Tracking Survey

Hello,

As a part of the COVID-19 emergency response, please take a few minutes to fill out HRSA?s COVID-19 survey<https://hrsa.force.com/HRSABPHC/s/health-center-survey>. You or anyone in your organization can complete the survey. It will require your H80 number in order to submit a response.



The deadline for this survey is 11:59 p.m. your local time on Tuesday, July 6.



IMPORTANT: This survey is asking ONLY about your health center?s experience beginning on Saturday, June 26, through Friday, July 2. Please do not report on information outside of this timeframe.



Upcoming COVID-19 Survey Frequency Change

After today?s survey, we are changing the survey frequency from weekly to biweekly?or every two weeks. The next survey email you receive will be on Friday, July 16. It will ask you to report on your health center?s experience for the entire two-week period: Saturday, July 3, through Friday, July 16.



We are updating the questions and the user guide to reflect this shift to a biweekly survey. We expect these updates to be live on our website by Friday, July 16.


Reminders

The Survey Tool User Guide<https://bphc.hrsa.gov/emergency-response/covid-19-data-collection-survey-tool-user-guide> explains the data we?re collecting and offers instructions for completing each question, including those in the addendum.


Attention Health Center Vaccine Program Participants:

  *   As a reminder, you are required to complete this survey, including the addendum that is visible only to Vaccine Program participants who received vaccine in the past week.
  *   IMPORTANT: The survey must be completed in one sitting. It is not possible to save partial answers and continue at a later time. It may be helpful to review a preview of the surve<https://bphc.hrsa.gov/emergency-response/covid-19-survey-tools-questions>y or the User Guide<https://bphc.hrsa.gov/emergency-response/covid-19-data-collection-survey-tool-user-guide> before beginning.

Bookmark the Link

Just a reminder: The link for the survey is actually the same each time. So, although we?ll continue to send emails, you do not have to wait to begin the survey! Bookmark the link above so you can quickly access the survey during the open period (beginning at 5:00 p.m. ET every other Friday (beginning 7/16) ? the following Tuesday at 11:59 p.m. your local time).



THANK YOU!
Your input helps us better understand?and then respond to?your needs during this ever-changing pandemic. For more information, please see the March 18 bulletin, ?Health Center COVID-19 Information Collection<https://content.govdelivery.com/accounts/USHHSHRSA/bulletins/281ed28>? or the Information Collection category of our Health Center Program COVID-19 Frequently Asked Questions (FAQs) webpage<https://bphc.hrsa.gov/emergency-response/coronavirus-frequently-asked-questions.html>. Thank you in advance for helping us help you!



If you have questions about the Health Center Program and COVID-19, please contact Health Center Program Support online<http://www.hrsa.gov/about/contact/bphc.aspx>. Select ?Coronavirus Inquiries (COVID-19)? as the issue type?the third option on the ?Health Center or EHBs Question? screen.



You can also call Health Center Program Support at 877-464-4772, option 2, 8:00 a.m. to 8:00 p.m. ET, Monday-Friday (except federal holidays).


Thank you,
Health Center Program Support

Link to survey: [<https://hrsa.force.com/HRSABPHC/survey/runtimeApp.app?invitationId=0Kit00000000BRt&surveyName=covid_19_coronavirus_survey_v2_1cdb077d_4c22_4ab5_8c14_27b1e385b97b&UUID=520afeaf-786f-4dd2-9899-e1c2e9f6c89f>https://hrsa.force.com/HRSABPHC/s/health-center-survey]<https://hrsa.force.com/HRSABPHC/survey/runtimeApp.app?invitationId=0Kit00000000BRt&surveyName=covid_19_coronavirus_survey_v2_1cdb077d_4c22_4ab5_8c14_27b1e385b97b&UUID=520afeaf-786f-4dd2-9899-e1c2e9f6c89f>"
1567,Training/User Error,Grantee asking if SAPR needs to be submitted by AO
1568,Training/User Error,PO created correspondence request for designee but designee doesn't see it in EHB
1569,Training/User Error,the caller is attempting to submit the COVID survey for the week and the system states that they have to submit a survey next week however they did not submit one for this week
1570,Training/User Error,Previous PD is still receiving emails. New PD asking how to remove them from organization
1571,Training/User Error,"First and Last Name- Gloriann Ramirez
Contact Number-(787) 839-4150 ext 207
Email Address-	gramirez@csfapr.com
Organization Name-Centro De Salud Familiar
Detailed Description- Gloriann called in regarding the weekly survey , the link isnt working"
1572,Training/User Error,the user is having issues with the COVID weekly survey as she attempted to submit and it states the survey is closed
1573,Training/User Error,"Grantee has fixed site and mobile site at same address. Grantee's provider submitted form requesting extension. But it seems their Site Point of Contact and STAR Site are now only linked to the mobile site instead of the fixed site. Asking how to reestablish their fixed site Point of Contact and STAR Site
Both site are correct on their H80 Form 5B"
1574,Training/User Error,Grantee asking if COVID Survey is over
1575,Training/User Error,Caller asking how to do COVID Survey. Its closed
1576,Training/User Error,"________________________________
From: Lucretia Fletcher <lfletcher@greenvillerancheria.com>
Sent: Tuesday, July 13, 2021 6:49:23 PM (UTC-05:00) Eastern Time (US & Canada)
To: HRSA BPHC Answers <BPHCanswers@hrsa.gov>
Subject: RE: ACTION REQUIRED BY 11:59 p.m. Local Time Tuesday June 29th: Health Center COVID-19 (Coronavirus) Tracking Survey

We are not receiving the survey, can it be re-sent to us please.
Thank you

From: noreply@salesforce.com <noreply@salesforce.com> On Behalf Of BPHC Answers
Sent: Friday, June 25, 2021 12:31 PM
To: Lucretia Fletcher <lfletcher@greenvillerancheria.com>
Subject: ACTION REQUIRED BY 11:59 p.m. Local Time Tuesday June 29th: Health Center COVID-19 (Coronavirus) Tracking Survey

Hello,

As a part of the COVID-19 emergency response, please take a few minutes to fill out HRSA?s COVID-19 survey<https://hrsa.force.com/HRSABPHC/s/health-center-survey>. You or anyone in your organization can complete the survey. It will require your H80 number in order to submit a response.



The deadline for this survey is 11:59 p.m. your local time on Tuesday, June 29.



IMPORTANT: This survey is asking ONLY about your health center?s experience beginning on Saturday, June 19, through Friday, June 25. Please do not report on information outside of this timeframe.



If you skipped a week, please do NOT report two weeks of data in one survey. Report ONLY data for the timeframe above.



Upcoming COVID-19 Survey Frequency Change
As part of our continuous improvement efforts, we evaluated the surveys we field related to COVID-19. Next month, we will make some changes to the frequency of the Health Center and Look-Alike COVID-19 Survey, including the addendum for Health Center COVID-19 Vaccine Program participants. Read more in a recent bulletin<https://content.govdelivery.com/accounts/USHHSHRSA/bulletins/2e50dcd>.


Reminders

The Survey Tool User Guide<https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fbphc.hrsa.gov%2femergency-response%2fcovid-19-data-collection-survey-tool-user-guide&c=E,1,yPxiKnVdEO4pgdFTvn9SOs9gwjgwz4Ax_24gZrf2nzjFKbiDE8koj-JRF2iNCqly3B36OP1fZU3KMYIqXSasUKJBLV1Zg88wHID7zuW2vzPIhSF-SQ,,&typo=1> explains the data we?re collecting and offers instructions for completing each question, including those in the addendum.


Attention Health Center Vaccine Program Participants:

  *   As a reminder, you are required to complete this survey, including the addendum that is visible only to Vaccine Program participants who received vaccine in the past week.
  *   IMPORTANT: The survey must be completed in one sitting. It is not possible to save partial answers and continue at a later time. It may be helpful to review a preview of the surve<https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fbphc.hrsa.gov%2femergency-response%2fcovid-19-survey-tools-questions&c=E,1,cTJumWQZSCr6-E78gu4dvCdmtI1HtWz13V6KTlhiTQXPtd9uWi9DWdd1mqxyq0bydH3V1vBGK4R1n87LgjGSzFI0Jq4uFuaj1EQjUSU9k421K17q7dKpaKLHkw,,&typo=1>y or the User Guide<https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fbphc.hrsa.gov%2femergency-response%2fcovid-19-data-collection-survey-tool-user-guide&c=E,1,yBH4Pr1ipMBj31f05iR71JZxTAIsQf53tFX1SbuYGHebSHg4-Qekhx59BpnSEX8Ot_Cpdvn3SqisAo4S4i5oAWbU5L_Vm603BMSonx2W2joMnb0tfIKV38iu8ps,&typo=1> before beginning.

Bookmark the Link

Just a reminder: The link for the survey is actually the same every week. So, although we?ll continue to send weekly emails, you do not have to wait to begin the survey! Bookmark the link above so you can quickly access the survey during the open period (Fridays beginning at 5:00 p.m. ET-Tuesdays at 11:59 p.m. your local time).

It?s important to remember the timeframe for the survey. Each Friday?s survey is asking about your health center?s experience ONLY for the time period beginning the prior Saturday through that Friday.



THANK YOU!
Your input helps us better understand?and then respond to?your needs during this ever-changing pandemic. For more information, please see the March 18 bulletin, ?Health Center COVID-19 Information Collection<https://content.govdelivery.com/accounts/USHHSHRSA/bulletins/281ed28>? or the Information Collection category of our Health Center Program COVID-19 Frequently Asked Questions (FAQs) webpage<https://linkprotect.cudasvc.com/url?a=https%3a%2f%2fbphc.hrsa.gov%2femergency-response%2fcoronavirus-frequently-asked-questions.html&c=E,1,BbO0jttF6NaX6GahDMMz7vOohRdJw2-lNGwph92o3RLO9GoIECnkZbBdtqQFUcAE5YLn27MOlk4G7IGeCLWFrO8fiP09J5NOi23dVRIXDDbd6sFPDMkbhUufVQ,,&typo=1>. Thank you in advance for helping us help you!



If you have questions about the Health Center Program and COVID-19, please contact Health Center Program Support online<https://linkprotect.cudasvc.com/url?a=http%3a%2f%2fwww.hrsa.gov%2fabout%2fcontact%2fbphc.aspx&c=E,1,lDkzWa62t5Qdw6hOymEbzZzlK2oFsIh0TnaYIA4FvnV1x5JZKn5KjjGKCXmMX0gQheFb_POLUXFzMoObjFiy6c2wrjjCz1aiA3skDta7v2xMpHIV&typo=1>. Select ?Coronavirus Inquiries (COVID-19)? as the issue type?the third option on the ?Health Center or EHBs Question? screen.



You can also call Health Center Program Support at 877-464-4772, option 2, 8:00 a.m. to 8:00 p.m. ET, Monday-Friday (except federal holidays).


Thank you,
Health Center Program Support
Link to survey: [<https://hrsa.force.com/HRSABPHC/survey/runtimeApp.app?invitationId=0Kit00000000BRt&surveyName=covid_19_coronavirus_survey_v2_1cdb077d_4c22_4ab5_8c14_27b1e385b97b&UUID=520afeaf-786f-4dd2-9899-e1c2e9f6c89f>https://hrsa.force.com/HRSABPHC/s/health-center-survey]<https://hrsa.force.com/HRSABPHC/survey/runtimeApp.app?invitationId=0Kit00000000BRt&surveyName=covid_19_coronavirus_survey_v2_1cdb077d_4c22_4ab5_8c14_27b1e385b97b&UUID=520afeaf-786f-4dd2-9899-e1c2e9f6c89f>"
1577,Training/User Error,Grantee's requesting HCPS terminate EHB session
1578,Training/User Error,Grantee asking if her and Susan Savage have correct roles because they did not receive confirmation ECT progress report
1579,Training/User Error,Grantee's EHB account is locked. Asking HCPS to unlock it
1580,Training/User Error,Grantee is locked out of her EHB Account. Requested HCPS to unlock EHB Account
1581,Training/User Error,"I am having trouble reviewing a submission.  I typically have the option to review the H8F submission when I right click. But for some reason with this particular folder, I am unable to review the submission.

Submission Name : H8F Award Submission

Submission Tracking Number: 00287463

Grant Number: H8FCS41083
 

I need to provide feedback, but I am unable to view the SF 424A and budget narrative. Please advise."
1582,Training/User Error,Grantee tried to request grant access for Shoshanna Waite  but PD hasnt received email to approve request
1583,Training/User Error,Grantee gets error when she tries to submit NHCI SAPR
1584,Training/User Error,Question about Non-BPHC Performance Report for T14HP33134 grant
1585,Training/User Error,"Hi there:

I have 3 PCHP reports that I have to review for H80CS00047, H80CS00139, and H80CS06647. The PQC for these reports is not my team lead and there is no place to change the PQC name. How can this be done because the reviewing PQC for these awards is different? Or is there another way to send these to correct PQC? Please advise. Thank you

While some of these tasks were fixed, I still have several PCHP reports that I have to review for H80CS00047, H80CS00139, and H80CS06647 for which the PQC has to be changed. I also may have some coming back into my queue for additional changes. Can we make sure that any PCHP tasks in my queue, the PQC function is changeable. Thank you"
1586,Training/User Error,Grantee received Error in EHB that another user is signed in with same credentials.
1587,Training/User Error,Grantee is doing Non-BPHC report but he gets stuck at spinning wheel loading icon when he tries to save/submit
1588,Training/User Error,PD asking how to remove users from Organization
1589,Training/User Error,"Grantee is listed as PD on NoA and needs to approve a users' access request to D04RH40251 grant. 

And the actual PD is another user. Asking how to change the PD on the NoA"
1590,Training/User Error,Grantee is doing CIS to delete service site but Change Details section is still saying incomplete after she clicks Mark as Terminate.
1591,Training/User Error,PD received notification email from HRSA that SAC is ready in EHB but applicant can't find it in EHB
1592,Training/User Error,Grantee requesting HCPS terminate their session in EHB
1593,Training/User Error,Applicant submitted Optimizing Virtual Care application in Grants.gov but doesnt see it in EHB
1594,Training/User Error,Grantee is doing CIS to delete site from scope and clicked Mark as Terminate but Change Details section still says incomplete
1595,Training/User Error,Adrienne Daniels requested HCPS to enable her EHB account
1596,Training/User Error,Grantee cant upload her revised budget narrative into the H8F Award Submission Appendices
1597,Training/User Error,"Grantee asking how to create CIS to update required services from Column 1 and column 3 to column 1,2, and 3."
1598,Training/User Error,Grantee requesting HCPS to terminate session in EHB. And needs assistance with D58 task not saving.
1599,Training/User Error,Grantee asking assistance with access to T91 grant
